54. What happens if I do not provide the required information or records for my claim?	b360796b8bf23b6211357b28da834eef_82	To obtain all relevant evidence and records to assess your claim and our liability under your Policy, we can request that you or your legal representative provide us with relevant medical, financial, employment and other records about you. We can also request that you or your legal representative provide consent or grant us authority to obtain access to such records. This includes both information and records which are relevant to determining whether you complied with your duty to take reasonable care not to make a misrepresentation when you applied for, reinstated or modified your Policy, and information and records that are relevant to your claim. For example, we may require information and records from medical practitioners who have treated you in relation to a condition giving rise or contributing to your claim, and historical medical records which are relevant to determining whether you complied with your duty to take reasonable care not to make a misrepresentation when you applie	 	b360796b8bf23b6211357b28da834eef_79	Claims may be declined in full or in part and the policy may be avoided in full or varied if the policy owner and/or the life insured fails to comply with the duty to take reasonable care not to make a misrepresentation as stated on pages 9 to 10 or makes a misrepresentation while applying for cover or any alteration in cover. We will require relevant information from you or your legal representative to assess your claim and to be satisfied of our liability under your policy. Where relevant to assessing any claim you make, we have the right to request you or your legal representative to provide access to medical, and other relevant records. We also have the right to request you to provide your consent or grant us authority to obtain access to such records. If you or your legal representative do not provide the above relevant records or you do not provide consent or authority for us to access relevant records to assess your claim, we may not be able to assess any claim you make (in whic	 	b360796b8bf23b6211357b28da834eef_87	We are not liable to pay a claim or may reduce a benefit arising from or in any way connected with anything we have specifically excluded or adjusted in the policy schedule. For the avoidance of doubt, we will also not pay a claim: • where your claim does not meet the relevant policy terms and conditions for a benefit to be paid; • where the life insured did not take reasonable care not to make a misrepresentation when they applied for the policy, and we apply a remedy available under the Insurance Contracts Act; • where you, your beneficiary or your legal representative have not provided us with all the information we have reasonably requested to assess your claim; • where there is insufficient evidence to support your claim; and • where we do not receive any authority that we require to obtain the information, records and evidence we reasonably require to assess your claim and compliance with the life insured’s duty to take reasonable care not to make a misrepresentation.	 	3af88a63f05df2c5d387acf8526300f0_102	After you have: • told us about the event(s) that resulted in your claim, • provided us with the information and documents we require, and • we have completed any investigation needed to assess your claim, we will tell you as soon as possible whether we will pay your claim, and if we will, how much we will pay. The policy is governed by the laws of Australia. The cover provided by your policy is for amounts in Australian dollars. If we pay your claim for an expense incurred in a foreign currency, we will pay in Australian dollars using the currency conversion rate that applied on the date you incurred the expense. For more information about how we pay travel claims, including examples of different payments, you can read our AAMI International Travel Insurance – Premium, Excess & Claims Guide. It is available on our website at aami.com.au (under the Travel Insurance section) or call us on 13 22 44 if you would like us to post you a free copy.	 	b360796b8bf23b6211357b28da834eef_81	You or your legal representative must provide us, at your own expense, with any completed claim forms, information or certified copies of documentation supporting the claim that we reasonably require. We will contact you or your legal representative within a reasonable time from the date you submit your claim and inform you of any additional information and/or documentation that we require in order to assess your claim. We require the following for all claims: • certified copy of proof of age of the life insured; • certified copy of identification document of the policy owner; and • completed initial claim form.	 
55. Can AAMI Life Insurance decline my claim if I fail to comply with the duty to take reasonable care not to make a misrepresentation?	b360796b8bf23b6211357b28da834eef_79	Claims may be declined in full or in part and the policy may be avoided in full or varied if the policy owner and/or the life insured fails to comply with the duty to take reasonable care not to make a misrepresentation as stated on pages 9 to 10 or makes a misrepresentation while applying for cover or any alteration in cover. We will require relevant information from you or your legal representative to assess your claim and to be satisfied of our liability under your policy. Where relevant to assessing any claim you make, we have the right to request you or your legal representative to provide access to medical, and other relevant records. We also have the right to request you to provide your consent or grant us authority to obtain access to such records. If you or your legal representative do not provide the above relevant records or you do not provide consent or authority for us to access relevant records to assess your claim, we may not be able to assess any claim you make (in whic	 	b360796b8bf23b6211357b28da834eef_14	When applying for insurance, there is a legal duty to take reasonable care not to make a misrepresentation to the insurer before the contract of insurance is entered into. A misrepresentation is a false answer, an answer that is only partially true, or an answer which does not fairly reflect the truth. This duty also applies when extending or making changes to existing insurance, and reinstating insurance.	 	b360796b8bf23b6211357b28da834eef_87	We are not liable to pay a claim or may reduce a benefit arising from or in any way connected with anything we have specifically excluded or adjusted in the policy schedule. For the avoidance of doubt, we will also not pay a claim: • where your claim does not meet the relevant policy terms and conditions for a benefit to be paid; • where the life insured did not take reasonable care not to make a misrepresentation when they applied for the policy, and we apply a remedy available under the Insurance Contracts Act; • where you, your beneficiary or your legal representative have not provided us with all the information we have reasonably requested to assess your claim; • where there is insufficient evidence to support your claim; and • where we do not receive any authority that we require to obtain the information, records and evidence we reasonably require to assess your claim and compliance with the life insured’s duty to take reasonable care not to make a misrepresentation.	 	b360796b8bf23b6211357b28da834eef_16	If you do not take reasonable care not to make a misrepresentation, there are different remedies that may be available to us. These are set out in the Insurance Contracts Act 1984 (Cth). These are intended to put us in the position we would have been in if the duty had been met. For example we may: • avoid the Policy (treat it as if it never existed); • vary the Benefit Amount; or • vary the terms of the Policy. Whether we can exercise one of these remedies depends on a number of factors, including: • whether you took reasonable care not to make a misrepresentation. This depends on all of the relevant circumstances. • what we would have done if the duty had been met – for example, whether we would have offered you a Policy, and if so, on what terms • whether the misrepresentation was fraudulent; and • in some cases, how long it has been since the cover commencement date. Before we exercise any of these remedies, we will explain our reasons, how to respond and provide further informatio	 	b360796b8bf23b6211357b28da834eef_13	When you apply for life insurance, we conduct a process called underwriting. It’s how we decide whether we can cover you, and if so on what terms and for what premium. We will ask questions we need to know the answers to. These will be about your personal circumstances, such as your health and medical history, occupation, income, lifestyle, pastimes, and current and past insurance. The information you give us in response to our questions is vital to our decision. If your application is accepted, the Policy will be a consumer insurance contract.	 
56. What is considered a fraudulent claim, and what are the consequences of making one?	b360796b8bf23b6211357b28da834eef_80	We will refer any suspected fraudulent claims or illegal activity to the relevant law enforcement authorities and will, to the extent permissible by law, seek to recover any monies paid, expenses or damages incurred in obtaining such evidence as may be required to protect our rights. We can cancel your policy and no claim will be payable if you or your legal representative make a fraudulent claim.	 	b360796b8bf23b6211357b28da834eef_16	If you do not take reasonable care not to make a misrepresentation, there are different remedies that may be available to us. These are set out in the Insurance Contracts Act 1984 (Cth). These are intended to put us in the position we would have been in if the duty had been met. For example we may: • avoid the Policy (treat it as if it never existed); • vary the Benefit Amount; or • vary the terms of the Policy. Whether we can exercise one of these remedies depends on a number of factors, including: • whether you took reasonable care not to make a misrepresentation. This depends on all of the relevant circumstances. • what we would have done if the duty had been met – for example, whether we would have offered you a Policy, and if so, on what terms • whether the misrepresentation was fraudulent; and • in some cases, how long it has been since the cover commencement date. Before we exercise any of these remedies, we will explain our reasons, how to respond and provide further informatio	 	b360796b8bf23b6211357b28da834eef_26	With this feature you can increase your AAMI Comprehensive Life Cover benefit amount without any evidence of your health or pastimes following a significant life changing event, such as having a baby or taking out a new mortgage (see page 56 f or full list of events). This feature can be exercised once every 12 months and the amount of each increase is up to the lesser of $100,000 or 20% of the AAMI Comprehensive Life Cover benefit amount when you apply for this feature. Total increases under the Life Events feature cannot exceed 100% of your original benefit amount. Applications must be made within 90 days of a significant life changing event occurring and before the life insured’s 60th birthday. The Life Events feature is not available: • if you have a policy with a special term (for example a loading or an exclusion due to your health); or • if you have made a claim or are eligible to make a claim on this policy or any other policy issued by us.	 	057d9148a4d1cb46a710f73fcd3bbd60_172	Areas 1, 2 and 3 will be treated as separate sections. The oven breaks up the bottom level into two sections (e.g. 1 Same cabinet, cupboard or benchtop means: • those parts continuously joined to the damaged parts (this is one ‘section’); • made out of the same materials; and • on the same level. See the case study on page 81 for a visual explanation. The same cabinet, cupboard or benchtop does not include a separate kitchen island but it does include a cabinetry tower (e.g. a pantry) (including any upper or lower cabinets joined to the cabinetry tower) if they are continuously joined to the damaged part and made out of the same materials. For the avoidance of doubt, we consider cabinetry that connects to a cabinetry tower in this manner is on the same level and is the same cabinet and cupboard. 2 if only section 2 is damaged, we will 3 Sometimes replacing the benchtop, door fronts or drawers in the undamaged area is all that is necessary to create a uniform appearance. not pay to repl	 	3af88a63f05df2c5d387acf8526300f0_106	An excess on the policy is the amount that you must first contribute towards each claim. If your claim is for more than one occurrence, the excess applicable to each occurrence will be payable. The excesses that apply to the policy are shown on your insurance schedule and explained within our AAMI International Travel Insurance – Premium, Excess & Claims Guide. See page 46 for how to access the Guide. When you make a claim we may require you to pay the excesses or we may deduct the excesses from any payment we make. We will tell you when and how the excesses are to be paid or deducted.	 
57. How long does it take for AAMI Life Insurance to process a claim?	b360796b8bf23b6211357b28da834eef_77	If you or your legal representative need to make a claim, please contact us on 1300 450 322 as soon as you can. We strongly encourage you to contact us at the earliest possible opportunity. A delay in notifying us may mean it could take longer for us to process your claim, as it may be difficult for us to access the information we need to finalise our decision. You or your legal representative will need to provide us with claim details and our claims staff will provide you with a list of all requirements needed to assess your claim. We will help you understand the claims process, what to expect for the assessment of your claim and to make the claim as easy as possible for you. AAMI Life Insurance Claims Telephone: Email: In writing: 1300 450 322 claims@aamilifeinsurance.com.au AAMI Life Insurance Claims Department Reply Paid GPO Box 5380 Sydney NSW 2001	 	b360796b8bf23b6211357b28da834eef_76	AAMI Life Insurance helps take the financial difficulty out of what can be a very stressful time. That’s why we’ve kept the process as straightforward as possible. To claim a benefit, we require claim documentation in support of benefit entitlement. We may ask for additional information to ensure that the terms and conditions of the policy as set out in this PDS are satisfied.	 	b360796b8bf23b6211357b28da834eef_13	When you apply for life insurance, we conduct a process called underwriting. It’s how we decide whether we can cover you, and if so on what terms and for what premium. We will ask questions we need to know the answers to. These will be about your personal circumstances, such as your health and medical history, occupation, income, lifestyle, pastimes, and current and past insurance. The information you give us in response to our questions is vital to our decision. If your application is accepted, the Policy will be a consumer insurance contract.	 	b360796b8bf23b6211357b28da834eef_88	We encourage our customers to make sure they understand all aspects of their AAMI Life Insurance, so here’s what you need to know before and after you take out your cover.	 	b360796b8bf23b6211357b28da834eef_34	Comprehensive Life Cover Policy before claim of Major Illness Cover	 
58. Can AAMI Life Insurance request additional information or documentation to support my claim?	b360796b8bf23b6211357b28da834eef_76	AAMI Life Insurance helps take the financial difficulty out of what can be a very stressful time. That’s why we’ve kept the process as straightforward as possible. To claim a benefit, we require claim documentation in support of benefit entitlement. We may ask for additional information to ensure that the terms and conditions of the policy as set out in this PDS are satisfied.	 	b360796b8bf23b6211357b28da834eef_81	You or your legal representative must provide us, at your own expense, with any completed claim forms, information or certified copies of documentation supporting the claim that we reasonably require. We will contact you or your legal representative within a reasonable time from the date you submit your claim and inform you of any additional information and/or documentation that we require in order to assess your claim. We require the following for all claims: • certified copy of proof of age of the life insured; • certified copy of identification document of the policy owner; and • completed initial claim form.	 	b360796b8bf23b6211357b28da834eef_101	We have adopted the Life Insurance Code of Practice (the Code) which sets out the life insurance industry’s key commitments and obligations to customers on standards of practice, disclosure and principles of conduct for their life insurance services, such as being open, fair and honest. It also sets out timeframes for life insurers to respond to claims, complaints and requests for information from customers. The Code covers many aspects of a customer’s relationship with their life insurer, from buying life insurance to making a claim, to providing options to those experiencing f inancial hardship or requiring additional support. More information can be found at aami.com.au/contact/code-of-practice Contacting us	 	b360796b8bf23b6211357b28da834eef_103	This Privacy Statement is given on behalf of both TAL Life and AAMI. In this section ‘TAL Life’ means TAL Life Limited ABN 70 050 109 450 and its related companies that assist it to provide its services, ‘AAMI’ means a member of the Suncorp Group of companies, ‘we’/’us’/’our’ means TAL Life and AAMI collectively (or singularly/separately where the context requires) and ‘you’/’your’ means the life insured and/or the policy owner as the context requires. Personal and sensitive information is collected from you or about you to enable us to provide insurance products or services to you. Further information may be requested from you at a later time, such as if you want to make alterations to your insurance policy or at claim time when financial and health information about you may need to be collected to assess the claim. If you do not supply the information that is required, then it may not be possible to provide the product to you or pay the claim.	 	b360796b8bf23b6211357b28da834eef_17	If you’re an Australian resident aged 18 to 65, you can request more information and take out AAMI Life Insurance over the phone or online. Just call 13 22 44 or go to aami.com.au/life-insurance for more information. All Australian residents aged 18 to 55 are also eligible to apply for Optional Illness Covers.	 
59. Are there any specific requirements for making a claim under the Optional Illness Cover?	b360796b8bf23b6211357b28da834eef_42	In order for a benefit to be paid, the insured condition must meet the full criteria and severity requirements for that condition. For many insured conditions, this means the condition will be required to progress beyond a diagnosis. Diagnosis means the process of a medical practitioner or specialist medical practitioner determining which sickness or injury explains an individual’s symptoms. Severity means the seriousness of an insured condition in order for a benefit to be paid. Details of insured conditions and exclusions under Optional Illness Covers:	 	b360796b8bf23b6211357b28da834eef_10	Cancer Cover Protection in the event of a specified critical illness or injury. and /or Protection in the event of life-threatening Cancer (of a specified criteria). 6 These are the benefits you can expect. For complete details of each benefit please find further detail throughout this document.	 	b360796b8bf23b6211357b28da834eef_31	The Optional Illness Covers are attached to your AAMI Comprehensive Life Cover, and any payment under the Optional Illness Covers will reduce your AAMI Comprehensive Life Cover benefit by the amount of the payment. Your premiums will reduce accordingly. The benefit payable for Minor Heart Attack is a fixed one-off amount of $10,000. The diagrams below show examples of how a claim for Optional Illness Covers impacts the AAMI Comprehensive Life Cover once the benefit is paid. Each example is distinct from and unrelated to the other. Comprehensive Life Cover	 	b360796b8bf23b6211357b28da834eef_28	Once you have provided a safeguard for your family with AAMI Comprehensive Life Cover, protect them further by adding an Optional Illness Cover. The total value of the Optional Illness Cover/s can be an amount up to $250,000, or the Comprehensive Life Cover benefit amount if higher, for each life insured. The benefit payable for Minor Heart Attack is a fixed one-off amount of $10,000. The Optional Illness Cover/s benefit will be paid as a lump sum from the total life benefit amount, upon the diagnosis of an insured condition covered by the policy or on the life insured undergoing one of the medical procedures covered by the policy. For more information on how Optional Illness Covers are paid see pages 20 to 29. The definition of the insured condition or medical procedure must be met for an Optional Illness Cover benefit to be payable. Evidence of the insured condition or medical procedure must be provided by a medical practitioner. See pages 20 to 29 for the insured conditions and proc	 	b360796b8bf23b6211357b28da834eef_63	If we accept your application and you have paid the first premium, we will issue you a policy schedule. Your policy starts at the cover commencement date set out in your policy schedule. Your cover in respect of a life insured ends when the earliest of the following events occurs: • for Comprehensive Life Cover, the policy anniversary immediately following the life insured’s 99th birthday; • for Optional Illness Covers, the policy anniversary immediately following the life insured’s 65th birthday; • the death of the life insured; • the payment of the terminal illness benefit or the full payment of the sum insured for the Major Illness or Cancer Cover options where the Optional Illness or Cancer Cover options are the same as the Comprehensive Life Cover benefit; • your policy is cancelled due to: - non-payments of premiums; or - you making a fraudulent claim; • the date we receive a written request from the policy owner to cancel the policy; • for a joint policy the date we receive a wr	 
60. What happens if the method for diagnosing a specified medical condition has been superseded by a revised clinical protocol?	b360796b8bf23b6211357b28da834eef_83	If the method for diagnosing the specified medical condition has been superseded by a revised clinical protocol, and the appropriate Australian medical body has recognised this revised criteria for diagnostic practice, we will apply the revised clinical protocol subject to our verification that the specified medical condition is conclusively diagnosed and to at least the same severity.	 	b360796b8bf23b6211357b28da834eef_51	 	 	b360796b8bf23b6211357b28da834eef_12	 	 	b360796b8bf23b6211357b28da834eef_43	condition We will pay for Cancer (of a specified criteria) Cancer (of a specified criteria) means any malignant tumour diagnosed with histological or cytological confirmation and characterised by: a) the uncontrolled growth of malignant cells; and b) invasion and destruction of normal tissue beyond the basement membrane. The term malignant tumour includes lymphoma (including Hodgkin’s and non-Hodgkin’s disease), leukaemia, multiple myeloma and malignant bone marrow disorders. Carcinoma in situ of the breast which requires: • the removal of the entire breast due to any malignant tumour diagnosed with histological or cytological confirmation; or • breast conserving surgery with either radiotherapy or chemotherapy. Carcinoma in situ of the testicle that requires the removal of the entire testicle and malignant tumour requires histological and cytological confirmation. Skin Melanoma that: a) has evidence of metastasis; b) is at least Clark level 3; c) is showing signs of ulceration; or d) 	 	b360796b8bf23b6211357b28da834eef_54	Minor Heart The benefit payable for Minor Heart Attack is a fixed Attack one-off amount of $10,000. Minor Heart Attack means the death of a portion of heart muscle as a result of inadequate blood supply to the relevant area. The basis of the diagnosis will be: • confirmatory new electrocardiogram (ECG) changes; or • a diagnostic rise and/or fall of cardiac biomarkers with at least one reading above the 99th percentile of the upper reference limit. We will also consider any other medical test result provided by a cardiologist that unequivocally diagnoses myocardial infarction of the degree of severity documented above. If the clinical diagnosis and disease management on hospital discharge for any medical event or investigation is not consistent with an acute myocardial infarction as confirmed by a consultant cardiologist, then a claim is not payable under this policy. In addition to ‘When is a benefit not payable?’ on pages 18 to 19: Yes No • • • Minor Heart which is directly or indirec	 
61. How does AAMI Life Insurance ensure that the terms and conditions of the policy are satisfied when assessing a claim?	b360796b8bf23b6211357b28da834eef_76	AAMI Life Insurance helps take the financial difficulty out of what can be a very stressful time. That’s why we’ve kept the process as straightforward as possible. To claim a benefit, we require claim documentation in support of benefit entitlement. We may ask for additional information to ensure that the terms and conditions of the policy as set out in this PDS are satisfied.	 	b360796b8bf23b6211357b28da834eef_1	The Suncorp and TAL group of companies have entered into an agreement for TAL Life Limited ABN 70 050 109 450 AFSL 237848 (TAL Life) to issue Life Insurance under the AAMI brand, a brand of the Suncorp Group (AAMI Life Insurance). This document is designed to help you decide whether to buy AAMI Life Insurance. This document comprises the Product Disclosure Statement and Policy Document (together referred to as the PDS) and Financial Services Guide (FSG). The PDS contains information about the product’s key features, premiums, policy benefits and limits, risks, the complaints handling procedure, and sets out the terms of the policy. The FSG outlines the financial services offered, including the fees and commissions, and is designed to assist you in deciding whether to use any of the financial services we offer. We are required to give you an FSG if we provide certain financial services to you. The information in this document is general information only, which means it doesn’t consider 	 	b360796b8bf23b6211357b28da834eef_87	We are not liable to pay a claim or may reduce a benefit arising from or in any way connected with anything we have specifically excluded or adjusted in the policy schedule. For the avoidance of doubt, we will also not pay a claim: • where your claim does not meet the relevant policy terms and conditions for a benefit to be paid; • where the life insured did not take reasonable care not to make a misrepresentation when they applied for the policy, and we apply a remedy available under the Insurance Contracts Act; • where you, your beneficiary or your legal representative have not provided us with all the information we have reasonably requested to assess your claim; • where there is insufficient evidence to support your claim; and • where we do not receive any authority that we require to obtain the information, records and evidence we reasonably require to assess your claim and compliance with the life insured’s duty to take reasonable care not to make a misrepresentation.	 	b360796b8bf23b6211357b28da834eef_25	An AAMI Comprehensive Life Cover benefit is not payable in the event of intentional self-injury or suicide within 13 months of: • the cover commencement date; • the date of any benefit amount increase applied by you including under the Life Events feature, but only in respect to that increase. No payments will be made under AAMI Comprehensive Life Cover if the event giving rise to the claim occurs while you are visiting a country for which the Australian Department of Foreign Affairs and Trade (DFAT) issued a ‘Do Not Travel’ warning advice prior to your travel to that country, and which continues to be in force during the time of your stay in that country. We will also not pay an AAMI Comprehensive Life Cover benefit where we have agreed with you a special term in respect of your cover that specifically excludes the event or condition causing or contributing to the claim. Any such special term will be agreed with you before your policy is issued and will appear on your policy schedule.	 	b360796b8bf23b6211357b28da834eef_103	This Privacy Statement is given on behalf of both TAL Life and AAMI. In this section ‘TAL Life’ means TAL Life Limited ABN 70 050 109 450 and its related companies that assist it to provide its services, ‘AAMI’ means a member of the Suncorp Group of companies, ‘we’/’us’/’our’ means TAL Life and AAMI collectively (or singularly/separately where the context requires) and ‘you’/’your’ means the life insured and/or the policy owner as the context requires. Personal and sensitive information is collected from you or about you to enable us to provide insurance products or services to you. Further information may be requested from you at a later time, such as if you want to make alterations to your insurance policy or at claim time when financial and health information about you may need to be collected to assess the claim. If you do not supply the information that is required, then it may not be possible to provide the product to you or pay the claim.	 
62. What is covered under the building in my home insurance policy?	057d9148a4d1cb46a710f73fcd3bbd60_3	By choosing AAMI you can: This policy provides cover for loss or damage to your home (the building). Manage your policy using our AAMI App or online We do not cover the building for all types of loss or damage. We do not cover your contents. Make a claim 24/7 by calling 13 22 44, using our AAMI App or online If you also want cover for your contents you might like to consider AAMI Home Contents Insurance. Call on 13 22 44 or chat with us online with the AAMI Virtual Assistant for extra support	 	057d9148a4d1cb46a710f73fcd3bbd60_2	This Product Disclosure Statement (PDS) is an important document that tells you information you need to know about your policy. It is really important to read it carefully before you decide whether or not our cover is right for you.	 	057d9148a4d1cb46a710f73fcd3bbd60_238	see page 39. Home Building Insurance Additional Information Guide see page 8.	 	057d9148a4d1cb46a710f73fcd3bbd60_137	You may be able to insure the building under our Complete Replacement Cover® option, instead of on a building sum insured basis. This option can only be added to your policy at certain times, such as when you purchase your policy or renew it. If you would like this option, please ask us. We may ask you to supply additional details about the building. Your answers to our questions will be shown on your certificate of insurance and we will rely on your answers as the basis of our assessment of the cover we will provide. If the Complete Replacement Cover® option is added to the building insurance policy and you pay for this optional cover, it will be shown on your certificate of insurance and you will not have a building sum insured. Complete Replacement Cover® does not cover everything as shown in the `We don’t cover’ sections of the following tables.	 	057d9148a4d1cb46a710f73fcd3bbd60_138	We cover We cover the building for accidental loss and damage (e.g. breaking or damaging something) at the insured address during the period of insurance. We don’t cover • loss or damage that is covered under an insured event listed on pages 39 to 52, as you can make a claim for loss or damage under the applicable insured event; • loss or damage that is covered under an additional cover listed on pages 54 to 64; • anything in section 3 ‘Things we don’t cover’ see pages 23 to 36; • loss or damage if you are unable to establish an incident covered by your policy took place at a certain time and date;	 
63. Are outbuildings, such as garages and sheds, covered under my home insurance policy?	057d9148a4d1cb46a710f73fcd3bbd60_42	We cover The building that you own or are responsible for and use primarily for domestic purposes and described as ‘The building’ on your certificate of insurance (if it shows a description of ‘The building’) including the following at the insured address: • garages, carports, outbuildings (but not outbuildings with its own utility metering that is occupied, or could be occupied, as a residence) and any structural improvements on land; • decks, pergolas, pagodas, verandas and balconies, fixed water tanks, fixed swimming pools and spas (including their pumps and accessories), granny flats (provided there is no separate utility metering), sheds and tennis courts; • garden borders, sealed pathways, and paved or concreted loor f areas; • sealed driveways or sealed roads (limits apply); • outdoor walls, gates, fences (limits apply) and retaining walls which are located within the boundaries of the insured address; • floating wooden floors; • services, both above and below ground that you ow	 	057d9148a4d1cb46a710f73fcd3bbd60_125	We cover When you are covered for the costs of rebuilding or repairing damaged parts of the building, we will pay the reasonable and necessary costs: • of any temporary work required to make the damaged or destroyed building and insured address safe; • for the services of professionals, such as architects or surveyors, to repair or rebuild at the insured address; • to make the damaged building components comply with current home building regulations and laws. We only pay these costs if the building components complied with home building regulations and laws when they were built or when construction, repairs, renovations or alterations were undertaken. The cost of: • removing tree stumps and roots still in the ground; • removing or lopping trees or branches that have not damaged the building; • upgrading undamaged parts, sections or components, of the building to comply with the current building regulations and laws; • making the building comply with building regulations and laws that e	 	057d9148a4d1cb46a710f73fcd3bbd60_113	We cover Loss or damage caused by thieves or burglars. We cover We don’t cover Loss or damage: • caused by you or someone who lives at the insured address; • caused by someone who entered the insured address with: – your consent; – the consent of someone who had your authority to allow them access to the insured address; • caused by thieves or burglars entering your insured address from common property, shared clothes line areas, garages, storage areas or a car parking lot at the insured address without signs of forced entry, but we will cover theft without forced entry from a fully enclosed car garage which is restricted for your use only. Loss or damage caused by liquid leaking, overflowing or bursting from any of the following: • refrigerators, freezers, dishwashers and washing machines; • any drain, fixed pipes, drainage and sewage systems (not forming part of a shower cubicle wall, floor or base); • fixed tanks; • swimming pools or spas; • waterbeds; • baths, sinks, toilets and ba	 	057d9148a4d1cb46a710f73fcd3bbd60_43	don’t cover Building does not include: • anything that is contents; • any building or part of a building which is legally part of a strata title building according to the applicable strata laws in your state or territory; • any new building in the course of construction; • any part of the building used for farming of any description (including buildings used for hobby farms) such as, but not limited to, a barn, dairy, shearing shed, silo or stable. This limitation does not include any building which could be used for farming, but is not used for that purpose; • any temporary or mobile structures, including caravans, houseboats, watercraft or motorised vehicles or craft of any type; • inflatable or portable swimming pools and spas and their accessories; • any fixed or temporary dead weight moorings, mushroom moorings or screw in moorings; • any carpets, rugs, blinds, drapes or curtains; • air conditioners attached within a window; • loose or compacted soil, sand, lawn, grass, artificial	 
64. Is my swimming pool and its accessories covered under my home insurance policy?	057d9148a4d1cb46a710f73fcd3bbd60_139	• We cover Loss or damage to the building at the insured address due to an insured event in the period of insurance. • We don’t cover • loss or damage caused by flood if you do not have cover for insured event ‘Flood’; • any loss, damage, item, cost or expense that is not covered under the insured event for which you are claiming; • upgrading undamaged parts of the building to comply with the current home building regulations and laws; • any part of the building that is excluded under ‘What we don’t cover as the building’ page 19; • anything in section 3 ‘Things we don’t cover’ see pages 23 to 36. loss or damage caused by flood if you do not have cover for insured event ‘Flood’; loss or damage: – to retaining walls, sea walls, revetments, garden borders and free-standing outdoor walls; – sporting surfaces or court including a tennis court, squash court or multi-court surface; – to boat jetties, pontoons, mooring poles and their attachments and accessories; – to swimming pool liners or 	 	057d9148a4d1cb46a710f73fcd3bbd60_138	We cover We cover the building for accidental loss and damage (e.g. breaking or damaging something) at the insured address during the period of insurance. We don’t cover • loss or damage that is covered under an insured event listed on pages 39 to 52, as you can make a claim for loss or damage under the applicable insured event; • loss or damage that is covered under an additional cover listed on pages 54 to 64; • anything in section 3 ‘Things we don’t cover’ see pages 23 to 36; • loss or damage if you are unable to establish an incident covered by your policy took place at a certain time and date;	 	057d9148a4d1cb46a710f73fcd3bbd60_71	water seeping or running: • through the earth (hydrostatic water seepage); • down the sides of earth or earth fill that is up against the building; • down the sides or underneath swimming pools or spas or underground tanks; • against or through retaining walls; • from agricultural or overflow pipes.	 	057d9148a4d1cb46a710f73fcd3bbd60_136	6 Some cover you can purchase as an extra on your policy. If an optional cover applies to your policy it will be shown on your certificate of insurance. All of the conditions of your policy and the ‘Things we don’t cover’ in section 3 apply to the optional covers.	 	057d9148a4d1cb46a710f73fcd3bbd60_42	We cover The building that you own or are responsible for and use primarily for domestic purposes and described as ‘The building’ on your certificate of insurance (if it shows a description of ‘The building’) including the following at the insured address: • garages, carports, outbuildings (but not outbuildings with its own utility metering that is occupied, or could be occupied, as a residence) and any structural improvements on land; • decks, pergolas, pagodas, verandas and balconies, fixed water tanks, fixed swimming pools and spas (including their pumps and accessories), granny flats (provided there is no separate utility metering), sheds and tennis courts; • garden borders, sealed pathways, and paved or concreted loor f areas; • sealed driveways or sealed roads (limits apply); • outdoor walls, gates, fences (limits apply) and retaining walls which are located within the boundaries of the insured address; • floating wooden floors; • services, both above and below ground that you ow	 
